frame,x,y,z
35,6.800517592866627,-1.8408084493319248,0.4584477367757408
36,6.017431810493318,-2.4491330839919123,0.5877450542675343
37,5.23434602812001,-3.0574577186518996,0.7170423717593277
38,6.017431810493319,-2.449133083991912,0.5877450542675345
39,6.800517592866628,-1.8408084493319246,0.45844773677574135
40,7.553294155092251,-1.2021745945242515,0.2988411991362628
41,8.306070717317874,-0.5635407397165786,0.13923466149678415
42,8.645572710823888,0.12187087487054327,0.7834002574381658
43,7.8927961485983,-0.5167629799371719,0.9430067950776364
44,7.6787546370430135,-1.1696815599772101,0.21645083772154416
45,7.54782510272576,-1.6489381050912977,-0.6514031943649444
46,7.988100254686292,-0.7844080444551115,-0.40902835073937527
47,8.246065252301012,-0.46313655467429055,0.5021459958374205
48,8.02534776465642,-1.411497154642142,0.27433914107560053
49,7.272590457253632,-2.0501386217259165,0.4340060214008152
50,7.799633949881186,-1.9952351146855904,-0.41405692543369016
51,7.310041234614863,-2.866626508180875,-0.3828157266651978
52,7.509834719268822,-2.014268202954694,-0.8661043391958259
53,7.75768622199965,-1.1661234660664563,-1.3343138413237199
54,8.52263885526425,-0.5700919905694379,-1.090195122093919
55,9.287591488528848,0.025939484927580136,-0.8460764028641173
56,9.664334493921844,0.8423982859723667,-1.2836375232621247
57,9.893286860655417,1.7059427732474925,-1.7329389057036138
58,10.202317286857753,2.652980373270349,-1.6456464098970154
59,10.66886707990932,3.4568324481030097,-2.0146357490258846
60,11.433396976543797,4.053279858662484,-1.7702088200901271
61,10.519928918699492,3.6711127889965645,-1.9099386957828783
62,9.81638918227465,3.320331643111194,-2.5279875829775786
63,10.664589847480777,3.5592441549957394,-2.055254631715562
64,9.722358312846291,3.4255568299218995,-2.362382348235806
65,9.397893663873814,2.9816035387636566,-1.5271409658576718
66,10.303283285521701,3.1978081745343694,-1.1617299801394734
67,9.45835361362733,3.086384061510778,-1.6848729019011746
68,10.389363705536946,3.421178693551909,-1.5395017798759034
69,11.289015465586589,3.642257934506053,-1.1630038650626715
70,11.497010304746022,3.9570265329352097,-2.089102605114719
71,10.604195096958495,3.546975985855682,-2.2754881023592524
72,11.519919159690042,3.728677064300421,-2.633865220806359
73,12.450326898836229,4.048837538876332,-2.455431172888914
74,12.44312025144851,4.678259165023911,-1.678400619582828
75,11.459927998303513,4.498353844134661,-1.7094983505514785
76,12.306516032338283,4.910594401686665,-1.3728287449462977
77,12.410734524824989,5.3093079956261215,-0.46169430051360283
78,13.341474145255377,5.600053410779418,-0.23990416879348744
79,14.300843538931392,5.798368815860361,-0.039201984985512695
80,15.255277689293985,6.071305792513711,0.08146640108540752
81,14.298253391071714,5.8725257933197925,-0.12969942127377249
82,15.18308219893788,6.167102658845532,0.23127488676927882
83,16.182383404610185,6.204262231420317,0.227241710857717
84,15.24401838909325,5.905353162567872,0.4008057227140552
85,16.20422030461353,5.732851839655348,0.6204772389026851
86,16.97962122850465,6.229451882938639,0.23042364740553656
87,17.81108998936105,6.2112158574917355,-0.3248484904654505
88,17.074653803393062,6.068386813402875,0.33640910545430724
89,16.224530786501443,6.230762600681452,0.8373332113393662
90,15.31516094190154,6.383384221627604,1.2243127024653286
91,15.084049468594506,5.985809070645335,0.3363253792296437
92,14.184807579188597,5.797505928957584,0.7311746557494424
93,15.08189542506438,5.964498641585873,1.1402551254751376
94,15.99088221493779,6.1186231382009195,0.7529714369743339
95,16.46751713791806,5.554961912790498,1.4275862701676236
96,15.638664952940328,5.676295336419277,1.973738497818627
97,14.800373507273603,5.758939884815751,2.5126608769627166
98,13.990503255892056,5.719522788454569,3.097944114755868
99,14.785986973280673,5.512959746824062,2.5282623042669496
100,13.887647666696724,5.525685905127831,2.9673802100064997
101,14.277757436412973,5.21145168438891,2.101891202515053
102,15.090875515104361,4.998227825107053,2.6435318360888025
103,14.147668917147453,4.810380356237517,2.9175293579933967
104,14.948546946996476,4.9488862636963065,2.3349398842606868
105,14.158932667552323,5.071644767354175,2.9361383868183375
106,14.84071355636067,4.628650113014338,2.353960960356252
107,13.956713727477094,4.735813276917793,2.8089998145610338
108,14.921402595211662,4.873366013416586,2.584378726613608
109,14.049383024029405,4.805125580693505,3.0690694639058207
110,13.776176882096637,4.4277952607867235,2.184207760762748
111,14.757829246880926,4.61049322618113,2.1296175770833026
112,14.075474308260736,4.706573307659788,2.8542970618789454
113,13.211426597486875,4.713758079311378,3.3576557138983136
114,12.354855115751157,4.740241906775902,3.8730040461551414
115,11.573693859618833,4.847906504944076,4.487980001960767
116,12.511004360031093,5.1485417675421825,4.311720350595281
117,13.339690751884547,5.213477969844277,3.7557867632060367
118,12.426558025377387,5.250118155423504,4.161799226786047
119,11.693212914966548,5.425320236734607,4.818692810055634
120,12.62631500962661,5.725160906339811,4.620158042844192
121,11.905942572609291,5.953040188681417,5.275241689919273
122,11.115522802707439,6.103981678109436,5.868919425831224
123,10.215315810119627,6.131006559658132,6.303542281043966
124,9.471061486018312,6.243456541164049,6.961904265605498
125,10.267906915722367,6.0700279904014485,6.383147063542207
126,9.476811490202524,6.308771159869846,6.946325300651692
127,8.725288983424761,6.614283136059108,7.531027236864824
128,8.213915171776858,6.527888453193779,8.386031788626555
129,9.11363524012942,6.829112141919249,8.70189265665911
130,8.25292995758294,6.370265735543431,8.922451927497073
131,7.455425657164611,6.607919430046563,9.476985616557775
132,7.186315837548852,6.586716620673377,10.439861696778404
133,7.046256465330679,6.686988236682353,11.424914474692761
134,6.470743358892778,6.717415536582588,12.242140785905857
135,6.385842869337219,7.690393816111678,12.45686194098341
136,5.930976899928901,7.426419769992831,13.307399801898411
137,6.3897860080798825,7.356871068037129,12.421591030021565
138,5.8820930542947165,7.470790627534052,13.27556421381653
139,6.4836553013817095,7.460226982587364,12.476808135726932
140,7.001563428670769,7.4073340231296445,11.623008682384562
141,7.503388558819031,7.356976544349934,10.759506706079575
142,7.905589196522228,7.353467602542718,9.843961876833884
143,7.469233559853077,7.127792770345441,10.71497544071207
144,7.880077481075709,7.106514654314791,9.803518083414108
145,8.414675301910757,7.165475783206895,8.960470780329533
146,8.02616799674232,7.033445111669831,9.872408264812005
147,8.21655073484333,6.92302902087233,8.896927511579966
148,8.714783349703438,6.825778269014606,8.035355371389283
149,9.124156270382057,6.783343715336697,7.1239755820208766
150,9.716777051013318,6.8244875241645815,6.31954547482752
151,9.401070497640516,5.9733037306720735,5.900241859468469
152,8.94845328103662,6.131720790733984,6.777762053147833
153,8.483109784470468,6.308008163934232,7.645159420133535
154,8.816465259318273,5.968643366124523,6.765554019174358
155,9.215288693893754,5.934388023642627,5.849166306715897
156,8.838993045012382,6.091019540615837,6.762330121441166
157,8.597387766864536,5.222116688451022,6.330317710657689
158,9.026383396992156,5.16533666021751,5.428797451470357
159,8.658138728589819,5.500759507269483,6.295911848691848
160,8.87426260623959,5.311596092499405,5.338045640903861
161,7.90499135726278,5.553189466291924,5.384369367507712
162,8.89115576018011,5.703244066705936,5.313918055857153
163,9.882571009857278,5.633547788681892,5.203291515022054
164,8.89741950722493,5.767870463883264,5.096361931706868
165,9.168946786364371,5.933713067981818,4.148327561365302
166,9.519540276611307,6.246619665009142,3.26561941813038
167,9.06989196588863,6.089228300330521,4.144848827891469
168,9.104270178838396,5.917156509810409,3.1603644768824903
169,9.431847638634352,6.526860700989334,3.882135775212144
170,9.679623518003043,6.471333570117267,2.914910955772437
171,9.932079700428396,6.5332460515098205,1.9492853965606793
172,9.498155693360498,6.543014683669893,2.8501819111037454
173,9.289783803588874,6.893736597394599,3.763185358406253
174,9.69375802867337,7.744171811083759,3.4261916302971693
175,9.160997811478516,6.965488569582196,3.757581069445605
176,9.153323203791963,6.39749413385746,4.580577680242138
177,9.464114000688229,5.4487270514897554,4.523567997029019
178,9.334324871238815,5.235314562004731,5.491870579494104
179,9.396973689965959,4.810367334911394,6.394918186045254
180,9.40269464240925,3.951916839217677,6.9077827072848725
181,9.341353505650055,3.2859247904391413,7.651215189696586
182,9.269906170857041,3.4413097625937437,8.636482051404355
183,9.381831201529941,2.460585327075797,8.476318481617472
184,9.53444249479577,2.5094757460743438,7.489242233246627
185,9.707795384706744,1.6106647907546787,7.8918433288199745
186,9.542143103227723,2.0797626339575994,8.759314674250566
187,9.541021108385104,2.0969454999039154,9.759166408381898
188,9.597448613603481,1.9431901752489407,8.772669962977726
189,9.766318353512284,1.043995554249661,9.176318379931253
190,9.935188134953888,0.14480100088886882,9.579966930185238
191,10.090842660252399,-0.7204147719022114,10.056593970194111
192,9.78008082973277,-0.28662288236169287,10.902319505613818
193,9.925909540955507,-0.852965082818854,11.713485640856433
194,9.848468564804229,-0.33705799258561875,12.566622657671324
195,9.686916871357337,-0.5522031405455555,13.529749656386302
196,9.544133126463004,-0.5648683369277931,14.519422529104624
197,9.69312604278882,-0.7143142948256909,15.496902460639127
198,9.467958320620298,0.24452987271131277,15.323936107628755
199,9.570236577201925,0.5349254835316668,14.372511098788394
200,9.451245152714868,0.4871889418906788,15.364258175159526
201,9.304783303155757,0.8049058671086532,16.30106385514538
202,9.380899420083173,0.7445017483592018,15.30579621316058
203,9.526305668665161,-0.156919449608522,15.713591317015126
204,9.540429905764487,-0.8705046349068174,16.41401739394912
205,9.503067590319398,-0.8255465473844661,17.41230734569205
206,9.309930580065174,0.1346767677012265,17.210641085658548
207,9.365985003342493,-0.5531133670569875,17.93438318900774
208,9.023424438762678,0.25389440805616625,17.453352305901813
209,8.96011837759625,0.6351947739546147,16.531071235085932
210,9.112095977208709,-0.29383896163785306,16.86841249752967
211,8.714190942541935,0.4130785666488953,16.283656829247796
212,8.537944828861367,0.655487283189949,17.237687919704186
213,8.43667955533559,0.722106678588665,16.245061504311945
214,8.43372122586304,0.08652770068342752,17.017091692278484
215,8.848286262857266,0.9903782000246814,17.12287498463857
216,9.414425360437356,0.6476877167455879,16.373175208153917
217,9.73079558682528,1.5953156311973886,16.41689266012657
218,10.045741433355973,2.5416007919588988,16.49006033246638
219,10.635900807329888,2.4213791673280896,15.691775499664306
220,11.401277411858215,2.500367926743613,15.053058481629972
221,11.57775715738541,3.444896039267907,15.330045022945527
222,12.32250689085111,4.081943188184068,15.131251752031881
223,11.823764364130028,3.226369261102738,15.269993048474191
224,11.188555884811253,3.2521800128817304,16.04190236497071
225,10.955665980804895,4.109810112242804,16.500413984541936
226,11.727834428614315,4.572461816373415,16.064857686375305
227,12.411959832943989,4.814715603314203,15.376900177612157
228,12.614517738448791,5.783881347705439,15.23658604854426
229,13.035898667448325,6.689995365509464,15.199229664691819
230,13.458741613613844,7.595200817778023,15.156721641198216
231,12.728700043411665,6.988818396427753,15.471903596351282
232,11.935632917464186,7.0032074625179055,16.080867871591174
233,10.998318599932471,7.221381231602526,16.35260685781409
234,11.120023962179381,6.448758461118534,15.729516287086215
235,10.49436097489688,6.536820682305425,16.50462329359845
236,9.821149960643393,6.563356114498295,17.24359744817093
237,9.11721774364547,6.390308477275826,17.932461693958224
238,9.888233557213681,6.454762742291116,17.298915907965547
239,9.233136569136079,6.384309624701959,18.05116872081081
240,8.563578592347639,5.8145965880736545,18.52773893768836
241,9.143477096656872,6.578937817829744,18.245781123122327
242,9.780213732452735,7.248158087224253,17.862752811287685
243,10.407800284244098,6.780373344362608,17.24040840956426
244,11.183613422204319,6.788720290271563,16.609500885863444
245,11.77599595261787,6.649054528408319,15.816042372377083
246,11.102285837817432,6.619010304901499,16.554427113450082
247,10.351248743930466,6.362715100774812,17.162913803483203
248,10.400570859284878,7.349845211578622,17.315037020913746
249,10.932821336550504,7.019023185003225,16.535764144327466
250,11.528864799756862,7.6779265734966184,16.07687579777585
251,11.604040143658986,6.8485530434071205,15.523262019717459
252,12.303157766223618,6.765180869349651,14.81313271430013
253,12.869949450482654,6.388270272360293,14.08054443393255
254,13.673465035889366,6.51040386068236,13.497924411437552
255,13.108896874904167,6.731979882983768,14.293013625263816
256,13.64008577209441,7.563475725045561,14.130369780819116
257,13.690928210403477,8.527422380797063,14.391562987722132
258,14.428659246588058,9.202364018000814,14.377185762025414
259,14.680578797684285,10.162434252501507,14.255523587947977
260,14.619886694426688,9.169316719187902,14.355693611544163
261,15.4242949381481,8.660377614245613,14.662138329060332
262,14.675857698790468,8.231819379801877,14.155996512537339
263,13.888331592959556,8.62863330617399,13.684465664689677
264,13.019089867268987,9.103440024776454,13.546707172071498
265,12.214949258524582,9.411119731530265,13.038090342404944
266,13.06078100920201,8.970718865947864,13.339114805098953
267,13.778659075649816,8.3937041451012,13.728608185837821
268,14.600180867235874,8.213958396395629,14.269712068444015
269,15.41500242527073,7.986715764912199,14.803028686409483
270,15.044920404561696,8.914280895025303,14.751431909900045
271,15.103326806033571,7.917776281908102,14.811158355493525
272,14.731860594065287,7.046271217779648,15.131301724258797
273,14.312565821249779,6.19604258035386,14.813020154590244
274,15.149920846852446,6.254185736647264,15.356578738805592
275,14.363503743989693,6.611560998194683,14.852762241696915
276,14.395817374515232,7.607400958301545,14.937959677906083
277,13.521676795331583,7.512489585913141,14.461650871336419
278,14.22644086007425,8.028960739380164,14.948030517995111
279,14.555500983111688,8.918183324617711,15.265839626313353
280,15.215254549870734,8.320757039840453,15.721698228739529
281,14.399827136887481,8.44629327379316,15.156615236498212
282,13.620571341468354,8.796498211252626,14.636887512507368
283,13.887929803646719,7.837742054068677,14.540419467210091
284,13.797850180871366,8.826414363195662,14.420366450895825
285,14.27098061520763,7.964539853376331,14.237828998770356
286,15.099725924651267,7.620545280466869,14.679245973844942
287,15.496208433386576,6.703431533993024,14.637966483832896
288,14.747877992011436,7.262517386669037,14.281000715377695
289,15.529298972127712,7.05848899403062,14.870707139652938
290,15.546107843347526,6.059428406740056,14.910649657987916
291,15.630185764445972,5.063240439511213,14.88740235422558
292,16.43429786699602,4.519923297516591,15.12867027531607
293,17.193759895372672,4.840198255761112,15.694922320412141
294,16.72641086284809,3.983359521181328,15.912665896028143
295,16.21533597387227,3.124946933609529,15.868730860388748
296,16.380368645734205,2.143535220207219,15.966686289104285
297,17.1287184570166,1.5512230925853792,16.26524767881448
298,16.382824353047337,1.2216104745762988,15.686457986686946
299,15.665383109070603,0.7838241359412212,15.144589752569455
300,14.841353919231073,0.7364363746662259,14.580027714903313
301,15.022503546213118,1.6272371012981914,14.996751697985909
302,15.59567022371746,0.9702904950644904,15.486548713449093
303,16.252519246004784,0.9591972299540448,16.240489229265407
304,16.484194114350018,1.9227817711686201,16.37402419588279
305,16.74532953089442,2.849699414016537,16.6435274010649
306,17.25667342931919,3.3567001362092332,17.33741333206497
307,17.679776056112043,3.610878467685155,18.207113017593883
308,18.056962798335206,4.5202973544216825,18.031934680069064
309,17.435542510389812,4.404705470080601,17.257031239629978
310,17.755505184222294,5.154033015039833,17.836800260636902
311,18.021077831130473,6.039037915232656,18.219210375368277
312,18.55229029231058,5.246594734251595,18.518955477085694
313,17.969307093814372,5.039036307125677,17.733430118106025
314,18.59276677119981,4.955722406249852,18.5108340186592
315,19.128239381934613,5.277971873006326,19.29149038629352
316,19.529055038072546,6.193701288513598,19.319534055265617
317,19.692025182226466,7.160213472222811,19.51776354564505
318,20.194234367717943,7.616782776409201,20.252154725114636
319,20.225365312887195,8.549643078133254,20.611045407245232
320,20.165342519227234,7.8302868088337165,21.303088629927675
321,20.620901021194335,8.28414310052467,22.068909051291595
322,20.0304437587943,8.180866525565646,21.26847531240762
323,20.359437990784006,8.896617904409062,21.884480798585493
324,20.890786180353327,9.370992962328307,22.58636213176476
325,20.762346117252502,8.47172952279404,22.16823725029076
326,21.285532166249464,8.320447544102613,23.006920814609355
327,21.548312353035136,8.989171821328597,23.70244537526948
328,21.839477569379824,9.735861544662383,24.300506637899534
329,22.261938196609428,8.849817273100673,24.491432192169864
330,21.295815516252873,8.889688649627123,24.236447408634568
331,20.362066300076567,9.222212719090027,24.104008197983227
332,21.189937488044322,9.284421050669062,24.661466196055727
333,20.198906231069675,9.28970865774027,24.52794058461471
334,19.60923590831011,10.018346221349793,24.179549695879366
335,18.698558424601185,9.655062143789555,23.98284890875138
336,19.50419072970671,10.244815806021359,24.038948880716777
337,20.24752938426809,9.644535528676402,24.334095002604784
338,19.757701246687613,8.813340754305363,24.597122838950497
339,20.104505402588906,7.924748617005806,24.89734091132289
340,19.225313490528258,7.452786083420346,24.831973116050925
341,19.916804892874197,6.785647725459993,25.109039988519662
342,20.791061907879378,6.999916184463667,25.54465874292586
343,21.558077429542173,7.638143979355605,25.610632005356255
344,20.579411733452424,7.741236009674335,25.432908938249273
345,21.306083262612017,8.42260157914961,25.345219432363553
346,21.82827333246739,9.275334782188338,25.332428209601822
347,22.043985999704617,9.483722557088173,24.37846669021769
348,23.030651233897125,9.588708797918992,24.50284355652345
349,23.73637320900004,8.9398306572825,24.787296808325856
350,24.476282873644326,8.311623297220335,25.027898555887454
351,23.559229536787953,8.04362538529721,24.73261852512781
352,24.52317193033975,7.857505044086792,24.922813899680758
353,25.507158534529058,7.748085563576925,25.063518341902476
354,25.66576954661995,6.781618771295641,25.265470034792184
355,26.2681073600601,7.578827751435837,25.306053288530045
356,27.03750453516854,7.980020674187345,25.803116891773374
357,27.992988685734996,8.25880334052975,25.899710178099614
358,28.931397338754316,8.37375519689288,26.22555564861765
359,27.979345162767114,8.211071809968605,25.96645958570495
360,28.954735567815145,8.29904136799431,25.764284130713555
361,29.770868785138518,8.87388991374387,25.823239376714227
362,30.51556547337435,8.279963573561954,26.1276705593626
363,31.489430193967596,8.501104192849867,26.17948110350937
364,32.45434754581118,8.28422594012982,26.327461938782903
365,31.575820709425233,7.882013611160892,26.06974923018073
366,32.443130094696954,7.683772334346175,26.526339666333804
367,33.166421316328154,8.362995348301865,26.401816953449067
368,34.0197574444367,8.430101742350038,26.91884130910608
369,33.10171918267217,8.118396308778538,26.673799531814243
370,32.6203019326552,7.248121140653061,26.569595102300607
371,33.48068366958129,7.681130606539162,26.838381391417204
372,32.640666272812176,7.144477334299158,26.75854381555645
373,31.781459925381604,6.683185709105468,26.537242010183867
374,32.446038988308565,7.410997979283809,26.368055815425098
375,32.80298353426485,8.337014158852812,26.245236328825964
376,33.507230079243755,7.697212503043823,26.552954779864145
377,34.31740273456734,8.28287632352358,26.577817562230038
378,33.52596066016097,8.811265899085798,26.270532841984284
379,34.321701678176495,9.411229377900199,26.187828208882387
380,35.08505277128283,9.174566087877357,26.78889858397079
381,35.85343038169639,9.771580923845184,27.019482914421598
382,34.89452068510078,9.710612675090461,26.742399774518283
383,34.06919929582897,9.149012538718122,26.68366399975532
384,34.14782565524309,8.198901565454442,26.985503417474764
385,34.059141024996784,9.19287116793278,26.921009497551136
386,34.75217116424172,8.563735506159967,27.27300032865873
387,33.91036619025687,8.08016429849362,27.033160230071235
388,34.68559354875872,8.707181900512834,27.109785744022588
389,35.42332879084835,9.371767824038727,27.22841231284325
390,36.18004075811393,9.99140214125721,27.436835707696666
391,35.43825174936747,9.32347216105843,27.49699057495259
392,36.13930681966332,9.911955921914789,27.899741927055615
393,36.78042619838986,9.322496170569126,28.39117162066884
394,35.990325617390255,8.732517810155883,28.557504438080716
395,36.68239424054147,8.116107014526287,28.93310895333693
396,35.8104109909488,7.755374170162871,28.602175383828982
397,36.5151212961223,7.137674510325286,28.951217667827336
398,37.42786065429967,7.529641544181578,28.836027788046778
399,37.84050222410832,7.656950815955472,27.93407474925471
400,36.970775531391325,8.025661805429246,28.262141337338306
401,36.41784899863285,7.868082024988473,27.443947679230455
402,35.76108562675192,7.53668686246586,26.766571033919895
403,36.15507217770989,7.743337113150347,27.66215479413234
404,36.797377680923056,7.077341648855315,27.282821586937782
405,36.042302647185835,7.514111098156365,27.771794123573514
406,35.17778782764909,7.89522121732903,28.09946652684474
407,36.09139639997946,7.728213997673676,27.728753746990243
408,35.971859758330055,8.478106727541386,28.37942408210221
409,35.92119034616764,9.01172612058287,29.223629598573844
410,35.58032349306028,9.75301341987394,29.80181895195422
411,35.52822142003929,10.319309426292218,30.624372419579036
412,35.8016163070524,9.765557326876516,29.837852332011163
413,34.851318959291504,9.910712264913268,30.11328834055424
414,33.90714311316397,9.797931848163559,29.80375231811565
415,33.1522989251679,10.245987205547982,30.282768652458905
416,32.25550536370734,10.51447146039344,30.63444679085104
417,32.93849195830296,9.787135612340276,30.701617288388682
418,33.152613713567476,9.9704840187509,29.742172013352572
419,32.490625644451896,10.069084339644974,30.485172533586706
420,31.66818835638608,10.614634851845947,30.324015635390626
421,30.92623094934794,10.776129817119369,30.974721853535623
422,30.010146100272564,11.149687078298047,30.828970277505682
423,30.72053545766994,10.490864615054173,30.58138206530283
424,31.410105022197083,9.860751924339292,30.93838600460586
425,32.01768263824407,10.646457826566593,30.822129066387824
426,31.189877802341876,10.209375563814893,30.470421447413216
427,31.547812779305332,10.789348214061713,29.73863303726187
428,32.34442214691731,11.202680429162472,30.17973392752704
429,31.587551734431482,10.928986285661356,29.58623692288699
430,30.77754868129518,10.470681441289479,29.22037940480772
431,31.40241863125167,11.177173604806265,28.888104866916645
432,30.848928741848265,10.345538741351774,28.93318697218269
433,30.099105074095554,9.96299300031321,28.39335067913533
434,30.717466107370193,10.250740878511207,27.66202941517533
435,31.304729766923426,10.97460607167412,27.299896047069954
436,31.885156281587566,11.784601525655686,27.38363627398642
437,31.075181572854202,11.349334970435326,26.990591750911882
438,31.743466086901254,11.94880452059043,26.55010103963443
439,32.456243940348166,12.557866144437764,26.897939608502305
440,32.27313330684435,11.84589955696166,27.575858537442517
441,31.763102762455755,11.420814835963247,28.323636461537873
442,32.02753309673611,10.651869122840901,28.9057009670552
443,32.600789873133735,11.135046516873054,28.24394854038002
444,32.71247395244836,10.54060354612588,29.040292825822505
445,33.32205655988238,11.187932819589143,29.497866706667406
446,32.6516750812998,10.819560220182348,30.141986494579335
447,31.909147422697917,11.257364340509818,29.635054321172007
448,32.09546660084757,12.1518606801481,29.22865370327467
449,32.76292189559094,12.614409673683813,28.645085491239325
450,31.7888430657939,12.556719472507893,28.863814259419225
451,31.318765738524423,12.104164601976835,29.621588233336112
452,31.856056159931683,12.854321188035485,29.236122152523766
453,32.509298315506626,13.175390733815064,28.550418839893087
454,32.49777008031412,13.779398987619608,27.75352416107454
455,33.32200083760133,14.246365795858669,27.433234200656223
456,33.50783322019486,14.680681365576053,26.551851019808836
457,33.37878099972847,14.028320287340005,27.29869139632539
458,33.611174606945276,14.521453233341695,26.46035190131609
459,33.316223836614775,15.41950132180233,26.78671622824787
460,34.14270055318454,15.93765893172017,26.566605055763898
461,33.79946257894828,16.80085055566214,26.196351205819564
462,33.92799672332783,16.14963186260523,26.94427712965284
463,34.21075652567931,16.629096473483905,26.113518090527112
464,34.97517708975071,16.535236056541176,26.751367150537458
465,33.996504649130465,16.497418384495894,26.953283166869678
466,34.09014251539799,16.84128194244495,26.018943933231558
467,33.85344931785775,16.110871574619154,26.659628742487055
468,34.476484059003894,16.653718764949247,26.096472778942616
469,35.38843505227577,16.88025053014811,25.75437813527465
470,35.19134288318385,16.39079183995713,26.60383965145956
471,34.30794721180048,15.98579858709357,26.839620382046455
472,35.17856740373539,15.66326881953051,27.21109720559123
473,35.84271350445253,15.839320190546683,27.937675399363606
474,36.418635516208774,15.032870636406837,27.803686769240475
475,37.01810765176948,14.233836129053433,27.850345259837272
476,37.171656929527046,15.187220419263392,28.110116340754608
477,37.34707606254985,15.757563475871867,28.91257314678718
478,37.21187996861491,16.3252739635309,29.724624141729404
479,37.29706261862218,17.189284825346505,30.220838960938153
480,37.30798059760928,17.805818287476246,31.008091962081448
481,37.24200377652629,18.80310617843061,31.040709773711985
482,37.804642240678426,17.977895817182276,30.991052766704907
483,38.74749739547998,17.836383908175343,31.292712403834766
484,39.74123981801685,17.939046814040903,31.248708706151845
485,40.64762396498796,17.607653397230468,31.51071286912286
486,40.63004109276622,16.816913537660174,30.898813108466623
487,41.22462870937013,17.62091846314527,30.892359739039115
488,42.090062903780655,17.972427333329716,30.53533709364159
489,42.325098691923394,17.254738920566975,29.87983612455139
490,42.18777246282419,16.42297186248887,29.341965259103688
491,42.71266660546234,17.198940592196685,28.992167218028854
492,42.88369631422489,18.107631760046488,29.372994213122873
493,42.473912444853134,17.201160788978783,29.271074838054798
494,42.2624205295242,16.29063743779742,28.91580255275247
495,42.674608923164946,15.650771928662913,29.564395536346872
496,42.142409026588446,15.133555086499028,30.234656685650613
497,41.71356573515617,15.992995442338401,29.956348032985602
498,42.35530103049937,16.460485691374515,29.34837708156858
499,41.485205251689536,16.021451010778936,29.124363945945614
500,41.67863273305925,16.893468024445408,29.57399950651346
501,42.35677913762162,17.446946411218846,29.090492392446052
502,43.0277423722297,16.832821831059952,28.67496942334699
503,42.33000660308383,16.24446538011373,28.266311273930672
504,41.84832150957338,16.996554515389594,28.716135020846956
505,42.36522073282203,16.174790844535902,28.47630244951858
506,42.670113817836565,15.247426647097996,28.2594249448745
507,43.39459844198237,14.622721242111323,27.968108645370457
508,44.13430541703287,15.04313373536961,28.493548391272856
509,44.90537700474341,15.462538984277378,28.972659906281784
510,45.34512555025049,14.609125928388046,28.692825360948284
511,45.636591159491935,13.676975106098137,28.478016973929222
512,45.15687036354682,12.84380504865275,28.202888616041072
513,45.3729333626578,11.906224543316553,27.930382512570596
514,45.411123117698125,11.003032305161453,27.502848509775124
515,44.72920799658026,10.40762837210256,27.078012160001705
516,45.47935301639286,9.862614895589072,26.70352216057714
517,45.096352407522005,9.033748373447409,26.295734443649167
518,45.53847234272333,8.19338606171391,25.982172411643575
519,45.53025958038638,7.3154852940142945,25.50340023972127
520,45.06959469384355,8.177983118406962,25.71288858122113
521,45.06360421516195,9.076792688781538,26.15118696174314
522,45.361940833499446,8.169693961946729,25.854257404552236
523,45.68692744080983,7.310898340451507,25.458209698373434
524,45.188917278591184,6.665631489940947,24.878885462768597
